P392 	  0.0367 	  -0.0743 	  -0.0799
P393 	  0.0167 	  -0.0541 	  -0.1418
P394 	  -0.0658 	  -0.0088 	  0.0357
P395 	  -2.2082 	  -1.0593 	  1.2625
P396 	  -2.3257 	  -0.2023 	  1.8402
P397 	  -3.1400 	  -0.9440 	  1.6491
P398 	  -0.5967 	  -0.3195 	  1.2327
P399 	  -4.7631 	  -2.4891 	  -1.4452
P400 	  -2.6582 	  -2.5414 	  5.6005
P401 	  -0.2407 	  -0.0586 	  0.1766
P402 	  -1.0514 	  -0.4948 	  -2.1938
P403 	  -4.3582 	  -2.6648 	  3.0287
P404 	  -0.3823 	  -2.3000 	  -0.0459
P405 	  -2.1977 	  -1.3880 	  2.7537
P406 	  -0.9463 	  -1.7462 	  -3.2861
P407 	  -1.6380 	  -0.1688 	  0.0307
P408 	  -1.4948 	  -2.2778 	  2.1911
P409 	  -0.5453 	  -1.8688 	  3.7089
P410 	  -1.3587 	  -2.3335 	  1.4815
P411 	  -1.3691 	  -1.6424 	  -1.4652
P412 	  -1.6630 	  -0.0964 	  0.3232
P413 	  -0.0260 	  0.0073 	  0.0073
P414 	  -2.5700 	  -0.7313 	  -4.2055
P415 	  -3.7005 	  -0.8781 	  2.3311
P416 	  -0.1185 	  0.4940 	  -0.0745
P417 	  -1.8404 	  -2.8468 	  4.1711
P418 	  -3.5476 	  -2.6761 	  6.0440
P419 	  -3.3425 	  -2.4522 	  6.4358
P420 	  -2.4866 	  -3.4164 	  -2.7021
P421 	  -3.4914 	  -1.3520 	  -1.3008
P422 	  -0.0083 	  0.0018 	  0.0639
P423 	  -1.0183 	  -2.6456 	  0.4110
P424 	  -3.2436 	  -2.8662 	  -3.3878
P425 	  -2.7890 	  -1.8512 	  0.5952
P426 	  -4.6347 	  -3.3541 	  -2.1063
P427 	  -1.3296 	  -0.0951 	  0.2152
P429 	  -0.1484 	  0.2375 	  -0.1759
P430 	  -6.0400 	  -2.2313 	  4.3067
P431 	  -1.7080 	  -0.9416 	  -1.7371
P432 	  -0.5471 	  -0.0943 	  -2.6251
P433 	  0.0068 	  0.0356 	  -0.0245
P434 	  -0.0804 	  0.1382 	  0.0220
P435 	  -4.8781 	  -2.9006 	  7.5518
P436 	  -3.9207 	  -3.7671 	  0.5849
P437 	  -4.5460 	  -1.0458 	  -5.8432
P438 	  -5.2189 	  -3.5023 	  -0.5983
P439 	  -4.2438 	  -2.9778 	  -5.4177
P440 	  -0.2096 	  -1.1841 	  1.9698
P441 	  0.8172 	  -0.0730 	  -0.7373
P442 	  0.1265 	  0.4994 	  -3.2133
P443 	  -0.4869 	  -1.1399 	  -3.3771
P444 	  -0.1966 	  0.1228 	  -1.0028
P445 	  0.0043 	  -0.1204 	  1.5225
P446 	  -2.3916 	  -2.0926 	  2.4126
P447 	  -0.0339 	  -0.0378 	  0.1443
P448 	  -0.0670 	  0.0393 	  -0.0465
P449 	  -0.0325 	  0.0585 	  -0.1834
P450 	  -0.0306 	  0.0257 	  -0.3585
P451 	  -0.0474 	  0.0075 	  -0.1617
P452 	  0.0987 	  0.0549 	  -0.8754
P453 	  -0.0116 	  0.0794 	  -0.9061
P454 	  -0.0059 	  -0.0515 	  0.1068
P655 	  -1.1787 	  0.1259 	  1.0817
P657 	  -2.9466 	  -0.4210 	  -0.0911
P663 	  0.4458 	  -0.6178 	  -7.1279
P674 	  -0.0839 	  -0.2066 	  -3.3694
P687 	  -2.8905 	  -2.0579 	  0.4484
P689 	  -2.7043 	  -0.7688 	  -4.1370
P691 	  -1.8738 	  -0.3909 	  -0.8433
P698 	  -0.7323 	  1.7251 	  -3.9987
P700 	  -1.9321 	  -0.2160 	  0.2542
P701 	  -3.5005 	  -1.6938 	  -2.4288
P705 	  -2.1575 	  -0.2065 	  -2.1967
P730 	  0.1334 	  -0.0268 	  -0.1248
P731 	  0.1148 	  -0.0400 	  0.1876
P732 	  -2.0927 	  -0.6033 	  5.9918
P733 	  -0.6542 	  0.0956 	  0.9614
P734 	  -1.0846 	  -0.3671 	  0.3199
P735 	  -0.6279 	  -1.9937 	  4.3275
P736 	  0.1347 	  0.2706 	  -3.3709
P737 	  0.6292 	  0.0051 	  3.0868
P738 	  -0.0706 	  0.0109 	  -0.0599
P739 	  -0.0347 	  0.0368 	  0.0431
P784 	  -0.0810 	  0.3567 	  2.9366
P786 	  -3.0957 	  -0.9712 	  2.0699
P793 	  -3.3127 	  -1.8813 	  5.0123
P813 	  -0.0000 	  0.0000 	  -0.0000
P814 	  0.0000 	  -0.0000 	  -0.0000
P815 	  0.0313 	  0.0145 	  0.4873
P816 	  0.0004 	  -0.0013 	  0.0090
PABH 	  0.0375 	  -1.3412 	  0.4229
PCOL 	  -3.5292 	  -0.6788 	  -7.6501
PMAR 	  -0.7313 	  0.1946 	  -1.7949
PTSG 	  0.2014 	  -0.2441 	  0.9254
PUPU 	  -2.9367 	  -1.2280 	  -0.0318
QUIN 	  -0.3071 	  -0.4000 	  4.6550
REDM 	  0.0321 	  -0.1147 	  -0.1034
SC00 	  1.8080 	  0.0119 	  0.8814
SC02 	  -5.2688 	  -3.2834 	  -3.9463
SC03 	  -3.9092 	  -5.3898 	  -0.3073
SC04 	  -4.0085 	  -1.8120 	  -4.4117
SEAT 	  -3.1212 	  -1.7481 	  -1.7317
SEDR 	  -0.3106 	  -1.0680 	  2.5636
SHIN 	  -0.1485 	  -0.2078 	  0.2827
SHLD 	  -0.1109 	  -0.1633 	  0.9849
TPW2 	  -2.8035 	  -0.9857 	  2.0852
TRND 	  1.7893 	  0.3098 	  0.9438
TWHL 	  -2.2994 	  -3.6855 	  -1.1123
UCLU 	  -3.7047 	  -1.6709 	  1.6969
WILL 	  -0.1054 	  0.1579 	  -0.1672
WSLR 	  -0.8120 	  0.5607 	  -2.7296
