# Cascadia inter-ETS (secular) velocities by station in mm/year
# Seasonal amplitudes are given in mm
# a1 is an annual period sine wave, a2 is an annual cosine wave; s1 and s2 are the same but with semiannual (6month) periods
# Made by Noel Bartlow, July 23, 2018 
# For more info email nbartlow@berkeley.edu
# Do not share without permission

# Name 	  Ev 	 	  Nv 	 	 Uv 	 	 Ea1	 	 Na1	 	 Ua1	 	 Ea2	 	 Na2	 	 Ua2	 	 Es1	 	 Ns1	 	 Us1	 	 Es2	 	 Ns2	 	 Us2
DRAO 	  1.5767 	  0.6594 	  -0.7282 	  0.1342 	  0.0072 	  -6.1974  	  0.6554 	  -0.5520 	  0.8252 	  -0.1800 	  -0.0123 	  0.9350 	  0.0471 	  0.0754 	  -1.4165
GARL 	  -4.1857 	  3.8599 	  -0.3378 	  0.0603 	  0.1828 	  -4.2324  	  0.4129 	  0.1061 	  -0.6373 	  -0.1569 	  -0.0980 	  -0.0547 	  -0.0567 	  0.0676 	  -0.8929
GOBS 	  2.4987 	  1.8919 	  -1.5719 	  -1.0481 	  1.4607 	  -5.2430  	  0.8654 	  -0.7736 	  -1.3158 	  0.0664 	  -0.2293 	  0.8785 	  -0.1608 	  0.3165 	  -1.1236
HCRO 	  -5.9242 	  4.7582 	  -3.4598 	  -0.7009 	  -0.5672 	  -6.1939  	  -0.1082 	  -0.0870 	  1.5903 	  -0.1148 	  0.0339 	  -0.3784 	  -0.0609 	  0.3224 	  -0.6712
HOLB 	  2.8134 	  2.0888 	  6.7402 	  0.6111 	  0.2669 	  -4.8013  	  0.2140 	  0.3018 	  0.7675 	  -0.0478 	  0.0997 	  0.1949 	  -0.1288 	  -0.1285 	  0.3407
KELS 	  4.6800 	  5.8958 	  -0.4049 	  0.5319 	  -0.3650 	  -4.8052  	  0.3248 	  0.0986 	  -1.0383 	  0.0022 	  -0.1273 	  -0.0979 	  0.1293 	  -0.1027 	  -1.0799
KTBW 	  8.0775 	  5.1413 	  3.2787 	  -0.1560 	  -0.3682 	  -5.2104  	  0.1451 	  -0.0399 	  -0.0747 	  0.0865 	  -0.1260 	  0.9302 	  -0.0484 	  -0.3654 	  -0.5404
LINH 	  2.1677 	  1.4879 	  -0.3382 	  -0.3862 	  0.2746 	  -4.5278  	  0.5640 	  -0.6569 	  0.2728 	  -0.0059 	  0.1794 	  0.5951 	  0.0568 	  -0.1817 	  -0.9616
LKCP 	  3.9582 	  2.0927 	  1.5019 	  0.6470 	  0.3703 	  -5.8767  	  -0.3140 	  -0.1285 	  -1.0338 	  -0.0436 	  -0.1299 	  1.3835 	  0.1044 	  0.1225 	  -1.3998
MDMT 	  -2.1787 	  4.6255 	  -1.8305 	  0.0201 	  -0.2039 	  -3.3980  	  0.0410 	  -0.5257 	  2.1925 	  -0.2829 	  0.2029 	  -0.0864 	  -0.0879 	  0.1690 	  -1.2316
NANO 	  9.3926 	  5.8892 	  8.6237 	  0.1573 	  0.6142 	  -7.8256  	  0.2503 	  -0.1701 	  -0.3187 	  -0.1504 	  0.0395 	  1.4504 	  0.0269 	  0.0135 	  -0.5995
NEAH 	  14.5705 	  9.8048 	  -3.5640 	  0.5832 	  0.1692 	  -4.8386  	  0.5839 	  0.6597 	  -6.0553 	  -0.2936 	  -0.3409 	  1.7281 	  0.0785 	  -0.0924 	  -1.1549
P013 	  -2.5072 	  0.9947 	  0.3541 	  -0.0487 	  0.0349 	  -3.8143  	  -0.0039 	  -0.1601 	  -0.7421 	  -0.0736 	  0.0701 	  0.3096 	  -0.0369 	  0.1151 	  -0.5773
P017 	  -3.8375 	  3.8559 	  0.0600 	  -0.1716 	  0.0736 	  -4.1569  	  0.3577 	  0.0779 	  0.1069 	  -0.0977 	  0.0166 	  0.1421 	  -0.0635 	  0.0264 	  -0.3259
P018 	  -1.4300 	  0.5780 	  -0.5305 	  0.2682 	  0.3182 	  -4.5018  	  0.0420 	  -0.0246 	  -0.3564 	  -0.1098 	  -0.0565 	  0.2751 	  0.0001 	  0.1017 	  -0.6114
P019 	  -1.5016 	  -0.2837 	  -1.0841 	  0.0696 	  0.5232 	  -6.5409  	  -0.0138 	  -0.5004 	  -1.1007 	  -0.2150 	  0.0095 	  0.3130 	  -0.0094 	  0.1061 	  -0.5543
P020 	  1.3728 	  0.7468 	  -0.6192 	  0.1132 	  0.1426 	  -5.7651  	  -0.0102 	  -0.0217 	  -2.0695 	  -0.0794 	  0.0506 	  1.0360 	  -0.0299 	  0.1009 	  -0.9941
P021 	  1.5859 	  0.8743 	  0.3656 	  -0.0950 	  0.0323 	  -6.3595  	  -0.0852 	  -0.0657 	  -1.4532 	  -0.1039 	  -0.0265 	  1.0978 	  0.0751 	  -0.0621 	  -1.7432
P022 	  0.6970 	  0.8718 	  0.3692 	  0.3281 	  0.1136 	  -5.9410  	  -0.0345 	  0.2448 	  -2.2857 	  -0.1775 	  -0.0242 	  0.6982 	  0.0612 	  0.0284 	  -1.1890
P023 	  0.3419 	  0.2219 	  -0.0112 	  0.3851 	  -0.1998 	  -6.9369  	  0.1077 	  0.2875 	  -0.6658 	  -0.1568 	  -0.0207 	  0.9302 	  -0.1312 	  -0.0269 	  -0.7424
P024 	  1.3005 	  -0.2827 	  -0.0881 	  0.5374 	  0.0673 	  -8.2153  	  0.6916 	  -0.1997 	  -1.1173 	  -0.2169 	  -0.0136 	  1.3247 	  0.0720 	  0.2174 	  -0.4505
P025 	  1.4155 	  -0.2394 	  0.6573 	  -0.3292 	  0.2535 	  -7.2196  	  0.1249 	  -0.1473 	  -0.3736 	  -0.0260 	  -0.0926 	  1.3933 	  -0.0584 	  0.0661 	  -0.7473
P058 	  1.5648 	  16.6626 	  1.7620 	  0.9598 	  -0.0384 	  -5.3512  	  0.0743 	  -0.1419 	  -1.3026 	  -0.0315 	  -0.0147 	  0.3729 	  0.0044 	  0.1026 	  -0.5314
P060 	  -0.9626 	  7.3201 	  0.6990 	  -0.0206 	  -0.2471 	  -10.0612  	  -0.0001 	  -0.2446 	  -1.0425 	  0.0731 	  -0.1660 	  1.3624 	  -0.1944 	  0.1614 	  -0.4023
P061 	  4.2383 	  9.8740 	  -5.7765 	  0.5872 	  -0.1216 	  -4.0057  	  0.5244 	  0.0587 	  -0.5515 	  -0.2926 	  0.0774 	  0.5909 	  0.0604 	  -0.1008 	  -1.0611
P062 	  -1.2938 	  3.9891 	  0.7322 	  -0.3691 	  -0.0506 	  -4.9806  	  0.1897 	  -0.1184 	  -0.1030 	  -0.1601 	  0.0405 	  0.5201 	  -0.0658 	  0.0693 	  -0.9065
P063 	  1.2526 	  2.6746 	  -0.6672 	  -0.0018 	  0.3330 	  -5.5285  	  0.3077 	  0.2266 	  -1.2316 	  -0.0431 	  -0.0162 	  0.9404 	  -0.0506 	  0.1108 	  -0.7532
P065 	  2.9595 	  2.3439 	  -1.7811 	  -0.2892 	  0.2072 	  -6.7815  	  0.1699 	  0.3574 	  -1.4337 	  -0.0249 	  -0.0616 	  1.0070 	  -0.0167 	  -0.0622 	  -0.8213
P137 	  -4.3313 	  3.4006 	  -0.1166 	  -0.3441 	  -0.1213 	  -3.6673  	  0.1473 	  -0.3075 	  -1.2488 	  -0.1595 	  0.0525 	  -0.3141 	  -0.0924 	  0.0610 	  -0.7786
P138 	  -4.7286 	  3.0766 	  -0.6064 	  -0.3329 	  -0.2404 	  -3.9312  	  -0.0082 	  -0.1836 	  -1.4865 	  -0.0767 	  0.0377 	  0.2681 	  0.0751 	  0.0985 	  -0.7905
P139 	  -6.0737 	  4.8051 	  -0.5996 	  -0.7463 	  -0.4111 	  -5.0839  	  -0.0626 	  -0.1548 	  -0.6214 	  -0.0229 	  0.0652 	  0.0506 	  -0.0427 	  0.1425 	  -0.4828
P145 	  -3.8177 	  3.3719 	  -0.1718 	  -0.1166 	  0.0905 	  -3.8459  	  0.2063 	  -0.0601 	  -0.7725 	  -0.1509 	  0.0120 	  0.2335 	  -0.0396 	  0.1716 	  -0.5005
P147 	  -6.4417 	  5.2168 	  -1.9806 	  -0.6396 	  0.1211 	  -6.6718  	  -0.0665 	  0.1724 	  -0.1384 	  0.0068 	  -0.0670 	  0.2054 	  -0.1922 	  0.0153 	  -0.3320
P148 	  -6.7633 	  4.5246 	  1.1480 	  -0.4980 	  -0.3067 	  -7.0623  	  -0.0049 	  -0.7968 	  -0.0487 	  -0.1125 	  -0.0748 	  0.0837 	  -0.1388 	  0.1625 	  -1.0286
P151 	  -5.7675 	  4.7792 	  -0.8426 	  -0.4172 	  0.0007 	  -4.9393  	  0.0809 	  -0.0551 	  -0.5834 	  0.0126 	  0.0294 	  0.1370 	  -0.0783 	  0.1466 	  -0.6441
P154 	  -0.1639 	  8.5852 	  -8.2753 	  0.4950 	  -0.0437 	  -6.9879  	  -0.2069 	  -0.4239 	  -2.1722 	  0.0843 	  -0.1113 	  0.4532 	  -0.0922 	  0.2470 	  -0.7406
P155 	  -0.7964 	  7.2184 	  -12.7723 	  0.7046 	  -0.1227 	  -9.0772  	  0.5855 	  -0.0461 	  -4.1567 	  0.1939 	  -0.0498 	  0.2281 	  -0.2460 	  0.0578 	  -0.1119
P156 	  -18.8710 	  24.5402 	  -0.5331 	  0.8969 	  0.4035 	  -4.0010  	  0.1992 	  -0.0507 	  -2.0266 	  -0.1472 	  0.0539 	  0.0753 	  0.2398 	  -0.0579 	  -0.5922
P157 	  -17.4739 	  32.7089 	  -2.8561 	  0.9590 	  0.2045 	  -4.6543  	  0.0988 	  0.4357 	  -0.4493 	  -0.1060 	  0.1378 	  0.9263 	  -0.1303 	  -0.0915 	  0.3781
P158 	  -4.5403 	  22.4845 	  1.5040 	  0.8029 	  0.8497 	  -8.4558  	  0.5302 	  0.3667 	  -1.4503 	  -0.1509 	  -0.2077 	  0.1493 	  -0.1808 	  -0.0806 	  -0.6912
P159 	  -2.1990 	  26.5279 	  -1.2662 	  1.0765 	  0.1072 	  -4.6388  	  0.3030 	  0.5627 	  -1.3260 	  -0.0779 	  -0.0425 	  0.3944 	  0.0806 	  -0.0009 	  -0.3549
P160 	  -1.8151 	  21.1051 	  0.4925 	  1.2943 	  0.0159 	  -4.9095  	  0.4324 	  -0.1207 	  -0.9328 	  -0.0247 	  0.0445 	  0.0158 	  -0.0350 	  0.1732 	  -0.7493
P161 	  0.2152 	  21.4023 	  -1.9573 	  0.8299 	  0.0732 	  -5.0587  	  0.4077 	  -0.0586 	  -1.2156 	  -0.2023 	  -0.0868 	  -0.0909 	  0.1592 	  0.0117 	  -0.6049
P162 	  2.4298 	  21.5550 	  -2.9491 	  0.9490 	  0.3045 	  -5.2400  	  0.2405 	  -0.1836 	  -1.1737 	  -0.0997 	  0.0265 	  0.1479 	  -0.0180 	  0.0286 	  -0.4610
P163 	  -14.0814 	  24.8196 	  7.5170 	  0.6439 	  0.1704 	  -4.7208  	  0.1133 	  -0.2649 	  -2.5523 	  -0.0834 	  -0.0835 	  0.4098 	  0.0901 	  0.1041 	  -1.0668
P164 	  -13.6076 	  15.8022 	  -4.4951 	  0.1233 	  -0.0418 	  -4.8399  	  -0.1885 	  -0.4735 	  -0.4104 	  -0.2510 	  -0.0701 	  0.3257 	  -0.2795 	  0.2267 	  -0.6178
P165 	  -10.6070 	  19.0290 	  -1.9539 	  1.1251 	  -0.0385 	  -5.9579  	  0.1253 	  0.2104 	  -0.5087 	  -0.1164 	  0.1793 	  -0.0281 	  -0.1744 	  0.0944 	  -0.6699
P166 	  -5.0209 	  16.5446 	  -3.0782 	  0.7085 	  -0.0635 	  -6.1956  	  0.1222 	  -0.1844 	  -1.3996 	  -0.0024 	  0.1780 	  -0.0587 	  -0.1612 	  0.1069 	  -0.7394
P167 	  -3.5796 	  15.7877 	  -0.1900 	  1.0197 	  -0.1405 	  -5.0895  	  0.4252 	  0.2630 	  -0.8124 	  -0.1436 	  -0.0735 	  0.5236 	  0.0605 	  -0.0809 	  -0.5339
P168 	  -1.1478 	  14.3399 	  -0.5387 	  0.4092 	  -0.9928 	  -3.8401  	  0.1635 	  0.3455 	  -0.9374 	  0.1057 	  -0.1371 	  0.3532 	  -0.0213 	  0.1738 	  -0.6392
P169 	  1.2737 	  15.7039 	  -1.3127 	  0.9176 	  0.0391 	  -5.0898  	  0.4299 	  -0.0648 	  -1.2105 	  -0.0219 	  -0.0194 	  0.3681 	  0.0349 	  0.0951 	  -0.5010
P170 	  -0.3323 	  11.1681 	  4.9293 	  0.7130 	  0.0967 	  -5.0078  	  0.1101 	  0.2934 	  -1.7903 	  0.0627 	  -0.1739 	  1.2287 	  0.0107 	  -0.0819 	  -0.1061
P179 	  3.0350 	  11.4870 	  -11.9239 	  0.9253 	  -0.0252 	  -5.2643  	  0.0427 	  -0.4679 	  -1.1519 	  -0.0238 	  0.0706 	  0.9240 	  -0.0885 	  0.1158 	  -1.0442
P185 	  -22.3703 	  29.1952 	  -0.2531 	  1.0177 	  0.1974 	  -4.4147  	  0.3432 	  0.0380 	  -0.8200 	  -0.1003 	  0.0127 	  0.2612 	  0.0351 	  0.1798 	  -0.6884
P187 	  -22.4909 	  23.2399 	  0.7650 	  1.4385 	  1.1870 	  -6.4641  	  0.9373 	  0.1074 	  -3.4397 	  -0.1406 	  0.1219 	  0.2385 	  0.2460 	  0.1947 	  -0.9766
P190 	  -15.9678 	  17.0685 	  -0.3665 	  0.9780 	  -0.0512 	  -5.5282  	  0.2725 	  -0.0058 	  -1.5407 	  -0.1654 	  0.0050 	  -0.0302 	  -0.0238 	  0.0852 	  -0.4473
P191 	  1.6440 	  9.5224 	  -13.4785 	  0.7343 	  -0.1971 	  -4.5875  	  -0.0987 	  -0.8326 	  -0.8098 	  -0.0364 	  -0.0239 	  0.6134 	  -0.0174 	  0.3309 	  -1.0081
P192 	  -15.1610 	  15.0018 	  -0.6574 	  0.5901 	  0.4621 	  -6.2630  	  0.0913 	  -0.1741 	  0.0609 	  -0.0694 	  0.0206 	  0.3157 	  -0.0758 	  0.1826 	  -0.5133
P205 	  -13.3527 	  13.3054 	  3.3420 	  1.3208 	  -3.0008 	  -2.5875  	  -0.3099 	  -0.5916 	  -1.1773 	  -0.0728 	  0.7351 	  0.3159 	  0.0786 	  0.3725 	  0.2564
P207 	  -11.2095 	  7.9726 	  -2.9051 	  -0.3080 	  1.9111 	  -5.8203  	  0.5052 	  -0.1111 	  -1.1247 	  -0.0306 	  0.0646 	  0.5499 	  -0.2209 	  -0.1620 	  -0.1650
P312 	  -22.2104 	  24.4994 	  -3.1199 	  0.8765 	  -0.5071 	  -3.7039  	  0.3838 	  -0.0268 	  1.0542 	  -0.0720 	  0.0161 	  -0.0854 	  -0.2157 	  0.1885 	  -1.6051
P313 	  -21.1298 	  23.0639 	  -5.5518 	  0.2073 	  -0.1678 	  -4.1093  	  -0.1583 	  -0.5420 	  -1.4273 	  -0.1793 	  -0.0043 	  0.1235 	  -0.1603 	  0.2362 	  -1.6398
P314 	  -21.3475 	  19.3607 	  0.3926 	  0.5909 	  0.4373 	  -4.3732  	  0.5896 	  0.0207 	  -1.8101 	  -0.1131 	  -0.1220 	  0.8347 	  -0.1032 	  0.2830 	  -0.4359
P315 	  -20.0150 	  20.8697 	  -2.2464 	  0.7656 	  0.4075 	  -5.5111  	  0.3145 	  0.0986 	  -0.9171 	  -0.0022 	  -0.0479 	  0.1519 	  -0.0809 	  0.1231 	  -0.9248
P317 	  -16.1021 	  14.8096 	  -2.7736 	  1.8427 	  0.6681 	  -3.8841  	  -0.1712 	  0.0134 	  -2.0870 	  0.1561 	  0.2174 	  0.6839 	  0.0168 	  0.0875 	  -0.5732
P318 	  -17.5671 	  15.0878 	  -3.0725 	  1.0701 	  0.3813 	  -5.9512  	  0.2769 	  0.1393 	  -1.1023 	  -0.0923 	  0.0358 	  0.0336 	  0.0183 	  0.1021 	  -0.5194
P319 	  -17.0379 	  11.3262 	  4.5779 	  0.8133 	  0.1777 	  -7.5474  	  -0.0106 	  0.3146 	  -2.5161 	  -0.0066 	  -0.0612 	  0.0516 	  -0.0580 	  0.1066 	  -0.4015
P320 	  -16.9187 	  14.9288 	  0.6721 	  0.6619 	  0.1199 	  -5.6713  	  -0.1180 	  -0.3036 	  0.2678 	  -0.0198 	  0.0590 	  0.5180 	  -0.0817 	  0.1178 	  -0.9305
P321 	  -14.0930 	  15.1440 	  1.1207 	  -0.5790 	  -1.0699 	  -5.1881  	  0.8849 	  -0.0364 	  -3.3298 	  -0.4053 	  -0.1139 	  0.7482 	  -0.5129 	  -0.4087 	  0.1383
P322 	  -7.8308 	  10.0337 	  -0.7469 	  0.7100 	  -0.2668 	  -9.1320  	  -0.1153 	  -0.1087 	  -2.2233 	  -0.0412 	  -0.1136 	  0.2467 	  -0.1143 	  0.1325 	  -0.7412
P324 	  -9.0213 	  14.3253 	  -5.1771 	  0.8128 	  0.1138 	  -6.2975  	  -0.2887 	  -0.2651 	  -0.7615 	  -0.0421 	  0.0750 	  -0.0432 	  -0.0103 	  0.0224 	  -0.8043
P325 	  1.8025 	  11.6649 	  -2.1430 	  0.9714 	  -0.0231 	  -5.5171  	  0.1444 	  -0.0419 	  -1.3695 	  -0.1061 	  0.0139 	  0.8336 	  -0.0043 	  0.0883 	  -0.6931
P326 	  -4.1231 	  8.7336 	  -2.0480 	  0.5209 	  -0.9469 	  -5.0872  	  -0.1095 	  0.1362 	  -0.8187 	  0.0181 	  0.0603 	  0.2593 	  -0.0441 	  -0.0637 	  -0.7673
P327 	  -4.2286 	  10.4343 	  -2.9870 	  0.8022 	  0.2220 	  -5.7359  	  0.0416 	  -0.3375 	  -1.0553 	  -0.1567 	  0.0972 	  -0.0554 	  0.0597 	  0.0058 	  -0.8056
P329 	  -12.4392 	  12.9174 	  -2.6779 	  0.7961 	  -0.1897 	  -6.0710  	  -0.1262 	  -0.2492 	  -2.1504 	  -0.1045 	  -0.1307 	  0.7298 	  -0.0634 	  0.0889 	  -1.0813
P330 	  -2.4480 	  10.9663 	  1.2277 	  0.1031 	  0.4151 	  -8.7990  	  -0.2210 	  -0.1105 	  -3.3803 	  0.0038 	  0.2115 	  0.6575 	  -0.1644 	  0.1241 	  -0.5004
P331 	  0.1353 	  9.4437 	  -11.3184 	  0.5562 	  -0.2863 	  -7.9385  	  -0.3378 	  0.2117 	  -2.4084 	  -0.0320 	  -0.1909 	  1.1949 	  -0.0495 	  0.3363 	  -0.1274
P332 	  -1.2325 	  9.9289 	  -13.3213 	  0.5482 	  0.4893 	  -8.0777  	  -0.2699 	  -0.4348 	  -0.0172 	  -0.1783 	  -0.0843 	  0.5695 	  -0.0113 	  0.3641 	  -1.1017
P333 	  -11.1432 	  8.7716 	  0.7385 	  0.3152 	  0.2602 	  -7.2317  	  0.5586 	  -0.0508 	  -2.3032 	  0.0321 	  -0.1414 	  -0.0016 	  -0.2030 	  0.1398 	  -0.0247
P334 	  -11.2756 	  6.4909 	  11.5695 	  0.9038 	  1.4241 	  -4.7673  	  0.8264 	  0.8150 	  -2.4113 	  -0.0880 	  -0.2199 	  0.5878 	  0.0034 	  0.2017 	  -0.2175
P335 	  -8.8050 	  10.2141 	  5.7232 	  0.3904 	  0.4803 	  -6.0527  	  0.9510 	  0.1020 	  -2.3679 	  -0.0981 	  0.1902 	  0.0248 	  -0.0293 	  0.0624 	  0.5042
P336 	  -10.6816 	  7.5611 	  2.9891 	  0.7362 	  0.6304 	  -6.0679  	  0.6398 	  0.1665 	  -2.0858 	  0.1616 	  0.1090 	  0.6808 	  0.0503 	  0.1830 	  -0.1761
P337 	  -2.9180 	  10.4995 	  -1.5892 	  1.6143 	  1.4603 	  -3.0598  	  -0.4728 	  -1.3302 	  -2.2562 	  -0.2744 	  0.1159 	  1.7146 	  0.5715 	  0.5549 	  -1.8460
P338 	  -4.4633 	  8.0982 	  -3.3008 	  0.5075 	  0.0686 	  -6.7549  	  -0.1386 	  -0.5878 	  1.2145 	  0.0100 	  -0.0829 	  1.6442 	  0.2299 	  0.0901 	  -0.0930
P339 	  -7.8499 	  9.0614 	  -1.6848 	  -0.1344 	  -0.2078 	  -7.6078  	  -0.0562 	  -0.0386 	  -2.9569 	  -0.1539 	  0.0022 	  1.7270 	  -0.2329 	  0.0854 	  -0.4656
P341 	  -3.3983 	  10.6717 	  0.2421 	  0.4319 	  0.3140 	  -7.8217  	  -0.1228 	  -0.9506 	  -2.0777 	  0.1366 	  0.0872 	  0.8271 	  0.1860 	  0.2806 	  -0.3628
P343 	  1.4132 	  9.8163 	  -10.5046 	  0.2652 	  -0.2465 	  -7.9710  	  0.0661 	  -0.1059 	  -2.6148 	  0.1193 	  0.0624 	  1.1819 	  -0.0919 	  0.0457 	  -0.4860
P344 	  -8.9505 	  8.5219 	  -7.3607 	  0.9867 	  0.8084 	  -8.3147  	  0.0977 	  -0.2377 	  -2.6281 	  -0.0228 	  0.0405 	  0.1924 	  -0.1208 	  -0.0547 	  0.0389
P345 	  -3.3995 	  7.7539 	  22.0337 	  0.5058 	  0.3578 	  -9.1877  	  -0.0488 	  -0.1799 	  -3.5626 	  -0.0740 	  0.0022 	  1.4914 	  -0.0855 	  0.0504 	  -0.5212
P346 	  -8.5771 	  7.0522 	  2.2771 	  -0.5260 	  -0.2344 	  -6.3256  	  0.9633 	  0.1411 	  -0.2141 	  0.1077 	  0.0917 	  0.5744 	  -0.3760 	  -0.0007 	  -0.6678
P347 	  -5.0413 	  5.1474 	  0.2303 	  -0.1540 	  -0.3819 	  -4.6616  	  0.1822 	  0.0211 	  -0.0607 	  -0.0735 	  0.0368 	  0.4896 	  -0.1351 	  0.0050 	  -0.8129
P348 	  -7.3007 	  5.3320 	  3.1024 	  -0.5212 	  -0.2097 	  -7.6184  	  0.3706 	  0.3629 	  -1.2017 	  0.0685 	  0.2316 	  0.4425 	  0.0475 	  0.0896 	  0.2126
P349 	  -2.0488 	  7.8872 	  -2.3247 	  -0.0306 	  0.3685 	  -9.8498  	  -0.5537 	  -0.4776 	  1.2783 	  -0.1110 	  -0.0453 	  0.7104 	  0.2155 	  0.2435 	  -0.5651
P350 	  -1.5691 	  -0.4792 	  -0.0571 	  -0.2759 	  0.8955 	  -6.2955  	  -0.1910 	  0.1234 	  -1.2157 	  -0.1524 	  -0.0283 	  1.1231 	  0.1128 	  -0.0563 	  -0.7197
P351 	  -1.1268 	  -0.4166 	  0.3328 	  -0.1061 	  0.3576 	  -5.1206  	  -0.2704 	  0.2638 	  0.5964 	  -0.1410 	  0.0387 	  0.5678 	  0.1306 	  -0.1233 	  -0.5182
P362 	  3.0269 	  10.5777 	  0.8666 	  2.1632 	  -0.5689 	  -4.8804  	  1.1112 	  0.1749 	  -2.0695 	  -0.2796 	  0.1044 	  0.8703 	  0.2131 	  -0.0665 	  -0.2880
P363 	  4.6828 	  10.8134 	  -5.7187 	  0.5477 	  -0.0131 	  -4.1397  	  0.2580 	  -0.3017 	  -0.8915 	  -0.1445 	  0.0667 	  0.4748 	  0.1136 	  0.1116 	  -0.7902
P364 	  6.3436 	  12.4063 	  0.8103 	  0.6595 	  -0.1252 	  -4.4196  	  0.2105 	  0.0548 	  -0.4636 	  -0.1248 	  0.0471 	  0.2096 	  0.0874 	  0.0642 	  -0.7362
P365 	  6.3301 	  10.7387 	  -1.1785 	  0.8039 	  -0.0367 	  -4.2260  	  0.8519 	  0.4971 	  -2.0397 	  -0.2856 	  0.0643 	  0.4107 	  0.0800 	  0.0625 	  -0.6912
P366 	  6.0997 	  10.2845 	  -8.3321 	  0.9815 	  -0.0918 	  -4.9737  	  0.4401 	  -0.2072 	  -1.1300 	  -0.1570 	  0.1015 	  0.4525 	  -0.0109 	  -0.0372 	  -0.3823
P367 	  9.8732 	  10.1973 	  -2.5854 	  0.7749 	  0.0381 	  -4.6349  	  0.3463 	  0.1798 	  -1.5864 	  -0.1808 	  0.0088 	  0.9054 	  0.0291 	  0.0709 	  -0.9942
P368 	  0.9392 	  11.3678 	  -12.8306 	  0.3904 	  -0.2012 	  -4.5901  	  0.4414 	  -0.6911 	  -0.4275 	  -0.1327 	  0.0389 	  0.6435 	  -0.3144 	  0.2293 	  -1.6810
P369 	  2.8493 	  9.3541 	  -1.6211 	  0.4408 	  -0.2133 	  -5.9274  	  -0.0489 	  0.0206 	  -1.7044 	  -0.0523 	  0.1500 	  0.4850 	  -0.0837 	  -0.0933 	  -0.0645
P370 	  1.2736 	  8.6939 	  -3.9725 	  0.1804 	  0.1418 	  -5.5421  	  -0.1540 	  -0.6777 	  0.5032 	  -0.0819 	  0.1099 	  0.7233 	  0.0220 	  0.2414 	  -1.5176
P371 	  2.4896 	  7.4474 	  3.3792 	  0.6148 	  -0.0641 	  -6.0271  	  0.1811 	  -0.0956 	  -1.5641 	  -0.0084 	  0.1213 	  1.5426 	  -0.0676 	  0.0980 	  -1.3028
